Inventario,Localizzazione,Collocazione,Tipo di documento,Autore,Titolo,Luogo,Editore,Anno,Note,ISBN,CDD,Descrizione CDD,Curatore,Traduttore,Lingua
,Polo Liceale,armadio 10,volume,Nietzsche Friederich,La gaia scienza : Idilli di messina,Milano,Rizzoli,2004,Pennarola Rotigliano,88-17-17329-0,1,,Giametta Sossio,,
,Polo Liceale,armadio 10,volume,Nietzsche Friederich,La gaia scienza : Idilli di messina,Milano,Rizzoli,2004,Pennarola Rotigliano,88-17-17329-0,1,,Giametta Sossio,,
,Polo Liceale,armadio 7,volume,Nievo Ippolito,Angelo di bontà,,Lucarini,,Manacorda Giuliano (prefazione di),88-7033-257-8,,,,,
,Polo Liceale,armadio 7,volume,Nievo Stanislao,Il sorriso degli dei,,Marsilio,,,88-317-6475-6,,,,,
,Polo Liceale,armadio 7,volume,Nievo Stanislao,Il sorriso degli dei,,Marsilio,,,88-317-6475-6,,,,,
,Polo Liceale,armadio 6,volume,Nievo Stanislao,Il sorriso degli dei,,Marsilio,,,88-317-6475-6,,,,,
,Polo Liceale,armadio 4,volume,Noel Emile,Le istituzioni della comunità europea,Lussemburgo,Ufficio delle pubblicazioni ufficiali delle Comunità europee,1991,Doc. Unione Europea,92-826-3407-8,341.242,ASSOCIAZIONI E ORGANIZZAZIONI EUROPEE,,,
,Polo Liceale,armadio 11,volume,Nolte Ernst,I tre volti del fascismo,,A. Mondadori,1971,Prof. Berretta,,940,,,,
,Polo Liceale,armadio 11,volume,Nolte Ernst,I tre volti del fascismo : una grande opera storico-filosofica sulla genesi e gli sviluppi dei movimenti di destra europei,Milano,A. Mondadori ,1974,,,9,,,"Francesco Saba Sardi, Giacomo Manzoni",
,Polo Liceale,armadio 10,volume,Nonno di Panopoli,Le Dionisiache,Milano,Rizzoli,2004,Pennarola Rotigliano vol 4,88-17-00262-3,8,,,,
,Polo Liceale,armadio 7,volume,Nuti Laura,Il carro del Sole,,Loescher,,,88-201-0120-3,,,,,
,Polo Liceale,armadio 6,volume,O'Neill Eugene,2.  Il lutto si addice ad Elettra ; Arriva l'uomo del ghiaccio ; Lunga giornata verso la notte,,Einaudi,1990,,88-06-11878-1,,,,Fonzi Bruno,
,Polo Liceale,Armadio 6,volume,"Oberholtzer M, Quatrano M.",Double plus : moduli di civiltà britannica e francese,,La Nuova Scuola,,Testo scolastico,88-7276-377-0,,,,,
,Polo Liceale,armadio 11,volume,Odifreddi Piergiorgio,Le menzogne di Ulisse,,TEA,,Avaiti,978-88-502-1191-3,,,,,
,Polo Liceale,armadio 7,volume,Ohler Norbert,I viaggi nel Medioevo,,Garzanti,,,88-11-02488-9,,,,,
,Polo Liceale,armadio 8,volume,Ohno Taiichi,Lo spirito toyota,,Einaudi,1993,,88-06-13310-1,,,,,
,Polo Liceale,armadio 10,volume,Ortese Anna Maria,Il mare non bagna Napoli,Milano,Adelphi,1994,Pennarola Rotigliano,88-459-1054-7,8,,,,
,Polo Liceale,armadio 9,volume,Osorio Elsa,I vent'anni di Luz,,Guanda,,,88-8246-230-7,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,Una storia di amore e di tenebra,,Feltrinelli,,,88-07-01643-5,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,la vita fa rima con la morte,,Feltrinelli,,,978-88-07-01743-8,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,Michael mio,,Feltrinelli,,,88-07-81671-7,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,Lo stesso mare,,Feltrinelli,,,978-88-07-81714-4,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,Lo stesso mare,,Feltrinelli,,,978-88-07-81714-4,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,La scatola nera,,Feltrinelli,,,88-07-81777-2,,,,,
,Polo Liceale,armadio 9,volume,Oz Amos,La scatola nera,,Feltrinelli,,,88-07-81777-2,,,,,
,Polo Liceale,armadio 7,volume,Pacchiano Giovanni,Renato Serra,,La nuova Italia,1974,"Il Castoro, 39",,,,,,
,Polo Liceale,armadio 5,volume,Padoa-Schioppa Tommaso,"Europa, forza gentile",,Il mulino,,,88-15-08185-2,,,,,
,Polo Liceale,Armadio 12,volume,"Pagliani Piera, Aloisi Rita, Malaspina Ermanno, Ampio Riccardo",Alla scoperta dei classici,,Petrini,2005,Testo scolastico,88-494-1080-8,870,,,,
,Polo Liceale,Armadio 12,volume,"Pagliani Piera, Aloisi Rita, Malaspina Ermanno, Ampio Riccardo",Antico presente : storiae testi della letteratura latina,,Petrini,2006,Testo scolastico,88-494-1177-4,870,,,,
,Polo Liceale,Armadio 7,volume,"Pagliani, Aloisi, Malaspina, Ampio",Alla scoperta dei classici,,Petrini,2005,Testo scolastico,88-494-1080-8,,,,,
,Polo Liceale,Armadio 7,volume,"Pagliani, Aloisi, Malaspina, Buonopane, Ampio",Concentus : 1. Dalle origini all'età di Silla,,Petrini,,Testo scolastico,88-494-0832-3,,,,,
,Polo Liceale,Armadio 7,volume,"Pagliani, Aloisi, Malaspina, Buonopane, Ampio",Concentus : 2. L'età di Cesare,Petrini,,,Testo scolastico,88-494-0833-1,,,,,
,Polo Liceale,Armadio 5,volume,Pajer Flavio,Religione : introduzione al Cristianesimo,,Società editrice internazionale,,Testo scolastico; Assunta Fusco; Copertina rovinata,88-05-02243-8,,,,,
,Polo Liceale,Armadio 5,volume,Pajer Flavio,Religione : Cristianesimo: storia teologia etica,,Società editrice internazionale,,Testo scolastico,88-05-02325-6,,,,,
,Polo Liceale,armadio 5,volume,Paladini Arrigo,Via Tasso : carcere nazista,Roma,Istituto poligrafico e zecca dello Stato,1986,,,88950,,,,
,Polo Liceale,Armadio 4,volume,"Palazzo Mario, Bergese Margherita",Clio dossier : D. Roma: l'impero,,La Scuola,2001,Testo scolastico,88-350-1145-0,,,,,
,Polo Liceale,Armadio 12,volume,"Palermo Natalino, Balbis Giannino","Romane litterae : Cesare, Catullo, i poeti elegiaci",Bergamo,Minerva italica,1989,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"Palermo Natalino, Balbis Giannino",Romanae litterae : Cicerone Lucrezio,,Minerva italica,,Testo scolastico,88-298-0652-8,,,,,
,Polo Liceale,armadio 7,volume,Palma Tonino,La luna di kristallo,,Boccia,1991,,,,,,,
,Polo Liceale,Armadio 6,volume,"Panebianco Beatrice, Varani Antonella",Metodi e fantasia : Narrativa,Bologna,Zanichelli,,Testo scolastico,978-88-08-06709-8,,,,,
,Polo Liceale,Armadio 6,volume,Panozzo Umberto,Antologia della letteratura italiana,Torino,Paravia,1960,Testo scolastico,,,,,,
,Polo Liceale,Armadio 4,volume,"Panzini F., Rogmann A.",Pagine di critica storica,Napoli,Ferraro,1988,Testo scolastico,,,,,,
,Polo Liceale,Armadio 4,volume,Paolini Federico,Cittadinanza e Costituzione,,Le Monnier,2010,Testo scolastico,978-88-00-20947-2,,,,,
,Polo Liceale,armadio 10,volume,Paolucci Antonio,Piero della Francesca : La Pala di Brera,"Cinisello Balsamo, Milano",SilvanaEditore,,,,750,,,,
,Polo Liceale,Armadio 5,volume,Papi Fulvio,Educazione civica e pratica di scienze umane,,Zanichelli,1986,Testo scolastico,88-08-00868-1,,,,,
,Polo Liceale,Armadio 4,volume,Papi Fulvio,Educazione civica e pratica di scienze umane,Bologna,Zanichelli,1981,Testo scolastico,,,,,,
,Polo Liceale,armadio 11,volume,Parazzoli Ferruccio,La camera alta,Milano,Mondadori,1998,Prof. Berretta,88-04-43603-4,850,,,,
,Polo Liceale,armadio 11,volume,Parazzoli Ferruccio,1994 : la nudità e la spada,,A. Mondadori,1990,Prof. Berretta,88-04-33322-7,800,,,,
,Polo Liceale,armadio 5,volume,Parlamento Europeo,Regolamento,,,1987,,,928230267,,,,
,Polo Liceale,armadio 5,volume,Parlamento Europeo,1993 i nuovi trattati,Lussemburgo,Ufficio delle pubblicazioni ufficiali delle Comunità europee,1991,Proposte del Parlamento europeo,92-823-0267-9,9282302679,,,,
,Polo Liceale,armadio 4,volume,Parlamento europeo,Note sintetiche sul Parlamento europeo e sulle attività della comunità europea,Lussemburgo,Ufficio delle pubblicazioni ufficiali delle Comunità europee,1991,Doc. Unione Europea,92-823-0254-7,,,,,
,Polo Liceale,armadio 4,volume,Parlement européen,La politique sociale dans la perspective d'une union européenne,Lussemburgo,Ufficio delle pubblicazioni ufficiali delle Comunità europee,1991,Doc. Unione Europea; lingua francese,92-823-0306-3,,,,,
,Polo Liceale,armadio 11,volume,Pasilinna Arto,Piccoli Suicidi Tra Amici,Milano,Iperborea,2006,,88-7091-139-X,8,,,"Maria Antonietta Iannella, Nicola Rainò",
,Polo Liceale,armadio 11,volume,Pasolini Pier Paolo,Interviste corsare : sulla politica e sulla vita 1955-1975,,Liberal Atlantide editoriale,1995,Avaiti,,,,Galinucci Michele,,
,Polo Liceale,Armadio 12,volume,Pasquale maurangelo,Res viri mores : versioni latine e schede propedeutiche,Roma,Angelo Signorello,1987,Testo scolastico – Rita Contucci,,,,,,
,Polo Liceale,Armadio 7,volume,Pasquale Maurangelo,Tiberis : versioni latine per il biennio delle scuole medie superiori,,Angelo Signorelli,1986,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,"Passarello, Janora, Passarello",La memoria e la ragione : dal medioeco all'illuminismo,,Società editrice internazionale,1981,Testo scolastico,88-05-01593-8,,,,,
,Polo Liceale,Armadio 8,volume,"Pattavina Matilde, Ramoscelli Roberto",Orizzonti del pensare : Storia della filosofia,Torino,Il capitello,2008,Testo scolastico,,,,,,
,Polo Liceale,armadio 10,volume,Pausania,Viaggio in grecia : Guida antiquaria e artistica : libro terzo: Laconia,Milano,Rizzoli,2005,Pennarola Rotigliano vol 3,88-17-17035-6,8,,Rizzo Salvatore,,
,Polo Liceale,armadio 9,volume,Pearl Matthew,Il circolo di Dante,,Rizzoli,,,88-1787303-9,,,,,
,Polo Liceale,armadio 11,volume,Pears Iain,La quarta verità,,TEA,,Avaiti,88-7818-820-4,,,,,
,Polo Liceale,armadio 9,volume,Pears Iain,Il caso Raffello,Milano,Longanesi,,,88-304-1826-9,,,,,
,Polo Liceale,armadio 9,volume,Pears Iain,La quarta verità,Milano,Longanesi,1999,,88-304-1507-3,,,,,
,Polo Liceale,armadio 11,volume,Pearson Diane,Czarda,Milano,Longanesi,1983,Avaiti,,,,,,
,Polo Liceale,armadio 11,volume,Pedullà Walter,Il ritorno del'uomo di fumo : viaggio in un paese allegro e innocente,Milano,BUR,1992,,88-17-16895-5,8,,,,
,Polo Liceale,Armadio 7,volume,"Pellegrino, Repossi",Il testo letterario : antologia per il biennio,,Ghisetti e corvi,1991,Testo scolastico,,,,,,
,Polo Liceale,armadio 7,volume,Pelosi Olimpia,Satira barocca e teoriche sul genere dal Cinque all'Ottocento,,Federico & Ardia,1991,,,,,,,
,Polo Liceale,armadio 9,volume,Pennac Daniel,Signor Malaussène,,Feltrinelli,,,88-07-81433-1,,,,,
,Polo Liceale,armadio 9,volume,Pennac Daniel,Il paradiso degli orchi,,Feltrinelli,,,88-07-81210-X,,,,,
,Polo Liceale,armadio 11,volume,Pento Bortolo,Gatto,,La nuova Italia,1976,Prof. Berretta,,,,,,
,Polo Liceale,armadio 7,volume,Pento Bortolo,Alfonso Gatto,,La nuova Italia,1972,"Il Castoro, 63",,,,,,
,Polo Liceale,Armadio 7,volume,Pepe,Video lego disco,,Einaudi,,Testo scolastico,978-88-286-1028-1,,,,,
,Polo Liceale,Armadio 12,volume,Pepe Laura,Corso di lingua latina,Milano,Einaudi scuola,2002,Testo scolastico,88-286-0625-8,870,,,,
,Polo Liceale,Armadio 4,volume,"Pepe Laura, Golin Danilo",Corso di lingua latina: A. Dalla grammatica alla traduzione,,Einaudi,2002,Testo scolastico,88-286-0623-1,,,,,
,Polo Liceale,Armadio 7,volume,"Pepe, Vilardo",Video lego disco,,Einaudi,,Testo scolastico,978-88-286-1029-8,,,,,
,Polo Liceale,Armadio 7,volume,"Pepe, Vilardo",Video lego disco,,Einaudi,,Testo scolastico,978-88-286-1030-4,,,,,
,Polo Liceale,Armadio 7,volume,"Pepe, Vilardo",Video lego disco,,Einaudi,,Testo scolastico,978-88-286-1031-1,,,,,
,Polo Liceale,armadio 11,volume,Peretti paola,Italiano : con test di autovalutazione e verifica,Roma,Sovera multimedia,1993,Russo Francesca,88-85119-46-8,,,,,
,Polo Liceale,armadio 11,volume,Perez-Reverte Arturo,La tavola fiamminga,,Marco Tropea,1999,Avaiti,88-438-0166-X,,,,,
,Polo Liceale,armadio 10,volume,Pérez-Reverte Arturo,Il sole di Breda,Milano,Marco Tropea,2002,Pennarola Rotigliano,88-8451-227-1,8,,,,
,Polo Liceale,armadio 9,volume,Pernoud Regine,Storia e visioni di santa Ildegarda,,Piemme,1996,,88-384-2460-8,,,,,
,Polo Liceale,armadio 10,volume,Perro Bryan,Amos daragon : L'alfiere delle maschere,Roma,Fannucci,2004,G. Bisecco,88-347-1013-4,8,,,,
,Polo Liceale,Armadio 7,volume,"Peruzzi, Manazza, naja",Generi temi percorsi,,Bompiani,1990,Testo scolastico,88-450-3404-6,,,,,
,Polo Liceale,armadio 7,volume,Pesando Fabrizio,Libri e biblioteche,,Quasar,,"Vita e costumi dei romani antichi, 17",88-7097-042-6,,,,,
,Polo Liceale,armadio 7,volume,Pesce Emilio,Bernari,,La nuova Italia,1970,"Il Castoro, 47",,,,,,
,Polo Liceale,armadio 11,volume,Pescio Bottino germana,Calvino,,La nuova Italia,1976,Prof. Berretta,,,,,,
,Polo Liceale,armadio 6,volume,Pesiri Giovanni,Documentidell'archiviodegli Agostiniani di Cori (1244-1503) : saggio di ricostruzion,Roma,,2008,"Doc. di interesse locale; Estratto da: Archivio della Società Romana di Storia Patria, 131 (2008)",,,,,,
,Polo Liceale,armadio 9,volume,Pessoa Fernando,Una sola moltitudine : volume primo,,Adelphi,1979,Biblioteca Adelphi 86,,,,Tabucchi Antonio,,
,Polo Liceale,armadio 5,volume,Petacco Arrigo,1861-1871 una sola Italia,,Curcio,1993,Storia d'Italia dall'Unità ad oggi,,,,,,
,Polo Liceale,armadio 7,volume,Petrocchi Giorgio,L'ultima dea,Roma,Bonacci,1977,,,,,,,
,Polo Liceale,armadio 7,volume,Petrocchi Giorgio,L'inferno di Dante,,BUR,,,88-17-12169-X,,,,,
,Polo Liceale,armadio 11,volume,Petroni Guglielmo,La morte del fiume,,Club degli editori,1974,Avaiti De Lia,,,,,,
,Polo Liceale,armadio 10,volume,Petronio Arbitro,Il satiricon,Bologna,Zanichelli,1970,Pennarola Rotigliano,,870,,"A. Marzullo, M. Bonaria",,
,Polo Liceale,armadio 8,volume,Phillips Asha,I no che aiutano a crescere,,Feltrinelli,,,88-07-17037-X,,,,,
,Polo Liceale,armadio 7,volume,Piancastelli Corrado,Giuseppe Berto,,La nuova Italia,1970,"Il Castoro, 40",,,,,,
,Polo Liceale,Armadio 12,volume,Pianezzola Emilio,Autori di Roma antica : antologia di testi e traduzioni con elementi di storia letteraria,,Le Monnier,1994,Testo scolastico,88-00-42006-0,870,,,,
,Polo Liceale,Armadio 7,volume,"Piazzi Francesco, Rampioni Anna Giordano","Monobiblos : letteratura, antologia, e autori della lingua latina",,Cappelli,,Testo scolastico,88-379-1028-2,,,,,
,Polo Liceale,armadio 5,volume,Picchi don Mario,Riflessioni di speranza,Roma,Centro italiano di Solidarietà,1993,,,,,Caffarelli Enzo,,
,Polo Liceale,armadio 11,volume,Pieraccioni Leonardo,"Trent'anni, alta, mora",,Mondadori,,,88-04-47645-1,,,,,
,Polo Liceale,armadio 8,volume,Pieretti Antonio,Storia del pensiero occidentale : 6. Dalla critica del positivismo ad oggi,Milano,Marzorati,1975,Vol 6,,,,,,
,Polo Liceale,Armadio 7,volume,Pieri Alberto,Civiltà greca : versioni per il liceo classico,,La scuola,,Testo scolastico,88-350-9519-0,,,,,
,Polo Liceale,armadio 11,volume,Pinchera Antonio,Saba,Firenze ,La nuova Italia,1976,"Pr Berretta
collana : la nuova italia
",,8,,,,
,Polo Liceale,Armadio 12,volume,Pintacuda Mario,Interpretari : temi di versione dal latino e in latino per il triennio delle scuole medie superiori,,Palumbo,1993,Testo scolastico,88-8020-014-3,,,,,
,Polo Liceale,Armadio 6,volume,Pintacuda Mario,Tirocinium : Teoria,,Palumbo,,Testo scolastico,88-8020-550-1,,,,,
,Polo Liceale,Armadio 6,volume,Pintacuda Mario,Tirocinium : Laboratorio 1,,Palumbo,,Testo scolastico,88-8020-551-X,,,,,
,Polo Liceale,Armadio 6,volume,Pintacuda Mario,Tirocinium : Laboratorio 2,,Palumbo,,Testo scolastico,88-8020-552-8,,,,,
,Polo Liceale,armadio 11,volume,Piovene Guido,Le Furie,Milano,A. Mondadori ,1963,"Pr. Berretta
Collana : narratori italiani - 111",,8,,,,
,Polo Liceale,armadio 11,volume,Pirandello Luigi,Liolà,,Garzanti,,Con testo a fronte; Russo Francesca,88-11-58493,,,,,
,Polo Liceale,armadio 11,volume,Pirandello Luigi,Liolà,,Garzanti,,Con testo a fronte; Russo Francesca,88-11-58493,,,,,
,Polo Liceale,armadio 11,volume,Pirandello Luigi,Sei personaggi in cerca d'autore. Ciascuno a modo suo. Questa sera si recita a soggetto,,Garzanti,,Russo Francesca,88-11-58502-3,,,,,
,Polo Liceale,armadio 11,volume,Pirandello Luigi,Pensaci Giacomino!. Il berretto a sonagli,,Garzanti,,Con testo originale in siciliano; Russo Francesca,88-11-58495-7,,,,,
,Polo Liceale,armadio 7,volume,Pirandello Luigi,Il berretto a sonagli. La giara,,L'Unità,1993,Gramsci Antonio (commento di),,,,,,
,Polo Liceale,armadio 9,volume,Pirenne Henri,Storia economica e sociale del medioevo,,Garzanti,1985,,,940,,,Cammarano Leonardo,
,Polo Liceale,armadio 7,volume,Piromalli Antonio,Michelstaedter,,La nuova Italia,1968,"Il Castoro, 19-20",,,,,,
,Polo Liceale,armadio 11,volume,Pirsig Robert M.,Lo Zen e l'arte della manutenzione della motocicletta,Milano,R.L. Libri,1997,Avaiti Dalia,88-462-0026-8,800,,,,
,Polo Liceale,Armadio 7,volume,Pittano Giuseppe,Gymnasium : Esercizi 1 morfologia,,Bruno Mondadori,,Testo scolastico,88-424-4039-6,,,,,
,Polo Liceale,Armadio 12,volume,"Piva Antonio, Gentili Monica",In viaggio con gli antichi : testi greci e latini per il ginnasio,,La nuova Italia,2001,Testo scolastico,88-221-3729-9,,,,,
,Polo Liceale,Armadio 4,volume,"Piva Antonio, Sega Giovanni, di Bucci Felicetti Orietta",Est modus : 1. L'età arcaica e repubblicana,,La Nuova Italia,2002,Testo scolastico,88-221-4487-2,,,,,
,Polo Liceale,Armadio 4,volume,"Piva Antonio, Sega Giovanni, di Bucci Felicetti Orietta",Est modus : 2. Dalla fine della repubblica al principato augusteo,,La Nuova Italia,2002,Testo scolastico,88-221-4488-0,,,,,
,Polo Liceale,armadio 11,volume,Pizza Giovanni,Miti e leggende degli indiani d'America,,Newton Compton,1996,Avaiti,88-8183-249-6,[210],,,,
,Polo Liceale,armadio 10,volume,Platone,Opere complete,Roma-Bari,Gius. Laterza & Figli,1976,Pennarola Rotigliano,,880,,,,
,Polo Liceale,armadio 10,volume,Platone,Le opere,Roma,Newton & Compton,2005,Pennarola Rotigliano,88-8183-747-1,,,Maltese Enrico V.,,
,Polo Liceale,armadio 10,volume,Platone,"Simposio, Apologia di Socrate, Critone, Fedone",Milano,Arnoldo Mondadori,1991,Pennarola Rotigliano,88-04-34724-4,880,,Savino Enzo,,
,Polo Liceale,armadio 10,volume,Platone,Fedone,Bari,Gius. Laterza & Figli,1937,Pennarola Rotigliano,,1,,Valgimigli Manara,,
,Polo Liceale,armadio 8,volume,Platone,Teeteto,,Laterza,,,88-420-5816-5,180,,,,
,Polo Liceale,armadio 8,volume,Platone,La Repubblica,,Laterza,,,88-420-5737-1,180,,,,
,Polo Liceale,armadio 8,volume,Platone,Il primo libro della repubblica,Catania,Greco,2002,,,180,,"Boscarino Francesco, Piscione Enrico",,
,Polo Liceale,armadio 8,volume,Platone,Cratilo,,Laterza,,,88-420-5074-1,,,,,
,Polo Liceale,armadio 8,volume,Platone,Apologia di Socrate,,La nuova Italia,,,88-221-0179-0,,,Lombardo Giuseppe,,
,Polo Liceale,armadio 8,volume,Platone,Opere complete,,Laterza,,Vol 1,88-420-1958-5,,,,,
,Polo Liceale,armadio 8,volume,Platone,Il Fedone,,La nuova Italia,,,88-221-0294-0,,,Capone Braga Gaetano,,
,Polo Liceale,armadio 8,volume,Platone,Protagora,,La nuova Italia,,,88-221-0901-5,,,Capizzi Antonio,,
,Polo Liceale,armadio 8,volume,Platone,Repubblica,,Laterza,,,88-420-0111-2,,,,,
,Polo Liceale,armadio 7,volume,Plauto Tito Maccio,Casina,,BUR,,Testo latino a fronte; Questa Cesare (introduzione di),88-17-16652-9,,,,,
,Polo Liceale,armadio 7,volume,Plauto Tito Maccio,Pseudolo,,BUR,,Testo latino a fronte; Questa Cesare (introduzione di),88-17-12441-9,,,,,
,Polo Liceale,armadio 7,volume,Plauto Tito Maccio,I menecmi,,BUR,,Testo latino a fronte; Questa Cesare (introduzione di),88-17-12459-1,,,,,
,Polo Liceale,armadio 10,volume,Plinio il Giovine,Lettere ai familiari : libri I-V,Bologna,Nicola Zanichelli,1958,Pennarola Rotigliano,,850,,Vitali Guido,Vitali Guido,
,Polo Liceale,armadio 10,volume,Poe Edgar Allan,"Tutti i racconti del mistero, dell'incubo e del terrore",Rome,Newton & Compton,2008,Pennarola Rotigliano,978-88-7983-160-4,8,,,,
,Polo Liceale,armadio 6,volume,Poe Edgar Allan,Le avventure di Gordon Pym,,Mondadori,1983,Vitta Maurizio (introduzione di),,,,,Vittorini Elio,
,Polo Liceale,armadio 6,volume,Poe Edgar Allan,Tales of mistery and imagination,,Oxford University press,,Testo inglese,0-19-580511-9,,,,,
,Polo Liceale,Armadio 7,volume,"Polara, Squillante, Viparelli",Litterator : teoria,,Società editrice internazionale,,Testo scolastico,88-05-02231-4,,,,,
,Polo Liceale,Armadio 7,volume,"Polara, Squillante, Viparelli",Litterator : 1. esercizi,,Società editrice internazionale,,Testo scolastico,88-05-02232-2,,,,,
,Polo Liceale,Armadio 7,volume,"Polara, Squillante, Viparelli",Litterator : 2. esercizi,,Società editrice internazionale,,Testo scolastico,88-05-02233-0,,,,,
,Polo Liceale,armadio 7,volume,Polato Lorenzo,Sbarbaro,,La nuova Italia,1969,"Il Castoro, 35",,,,,,
,Polo Liceale,Armadio 4,volume,"Polcri Andrea, Giappichelli Marcello, Fusi Stefano",Storia e analisi storica 1,,Giunti,1998,Testo scolastico,88-09-21298-3,,,,,
,Polo Liceale,Armadio 4,volume,"Polcri Andrea, Giappichelli Marcello, Fusi Stefano",Storia e analisi storica 2,,Giunti,2000,Testo scolastico,88-09-21299-1,,,,,
,Polo Liceale,Armadio 4,volume,"Polcri Andrea, Giappichelli Marcello, Fusi Stefano",Storia e analisi storica 3,,Giunti,2000,Testo scolastico,88-09-21300-9,,,,,
,Polo Liceale,armadio 11,volume,Polidoro Massimo,Grandi misteri della storia,,Piemme,,Avaiti,88-384-8278-0,,,,,
,Polo Liceale,armadio 8,volume,Popper Karl,La teoria dei tre mondi,,VideoRAI,,Filosofia e attualità - VHS,,,,,,
,Polo Liceale,armadio 10,volume,Popper Karl Raimund,Verso una teoria evoluzionistica della conoscenza,Roma,Armando,1994 ©,Pennarola Rotigliano,88-7144-430-2,190,,Benini Arnaldo,,
,Polo Liceale,armadio 8,volume,"Popper Karl, Lorenz Konrad",il futuro è aperto,,Rusconi,,,88-18-92001-4,,,,,
,Polo Liceale,armadio 9,volume,Potocki Jan,Manoscritto trovato a Saragozza,Parma,Guanda,1990,,88-7746-441-0,,,,,
,Polo Liceale,armadio 9,volume,Potocki Jan,Manoscritto trovato a Saragozza : testo stabilito e presentato da Roger Caillois,Milano,Adelphi,,Biblioteca Adelphi 3,,,,,,
,Polo Liceale,armadio 8,volume,Prestipino Giuseppe,Realismo e utopia,,Editori riuniti,,,88-359-5296-4,,,,,
,Polo Liceale,armadio 8,volume,Prieto Luis J.,Saggi di semiotica : 1. Sulla conoscenza,,,,,88-7380-112-9,,,,,
,Polo Liceale,armadio 8,volume,Propp Vladimir Ja.,Le radici storiche dei racconti di magia,,Newton Compton,1977,Paperbacks saggi 122,,,,,,
,Polo Liceale,Armadio 4,volume,"Prosperi, Zagrebelsky, Viola, Battisti",Storia e identità : 1. Medioevo ed Età moderna,,Einaudi,2012,Testo scolastico,978-88-286-0979-7,,,,,
,Polo Liceale,armadio 11,volume,Proust Marcel,Un amore di Swann,,Garzanti,,Russo Francesca,88-11-58008-0,,,,,
,Polo Liceale,armadio 11,volume,Proust Marcel,Dalla parte di Swann,Firenze,Sansoni,1965,I capolavori Sansoni; Avaiti,,,,,,
,Polo Liceale,armadio 6,volume,Proust Marcel,La prigioniera,,Newton,1990,,,,,"Pinto Paolo, Grasso Giuseppe",,
,Polo Liceale,armadio 6,volume,Proust Marcel,All'ombra delle fanciulle in fiore,,Newton,1990,,,,,"Pinto Paolo, Grasso Giuseppe",,
,Polo Liceale,armadio 6,volume,Proust Marcel,I Guermantes,,Newton,1990,,,,,"Pinto Paolo, Grasso Giuseppe",,
,Polo Liceale,armadio 10,volume,Publio Virgilio Marone,Eneide ,Milano,Oscar Mondatori,[1991],Pennarola Rotigliano,88-04-34285-4,870,,,Canali Luca,
,Polo Liceale,Armadio 7,volume,Puccio Francesco,Parole immagini suoni,Palermo,Libri,1991,Testo scolastico,,,,,,
,Polo Liceale,Armadio 4,volume,Puccio Francesco,Parole immagini suoni : informazioni metodologico-operative,Palermo,Ethel - Libri,1991,Testo scolastico,,,,,,
,Polo Liceale,Armadio 7,volume,Pulisi Donatella,Telos : percorsi antropologici e versioni greche per il triennio,,Le Monnier,,Testo scolastico,88-00-43163-1,,,,,
,Polo Liceale,armadio 7,volume,Pullini Giorgio,Giovanni Comisso,,La nuova Italia,1974,"Il Castoro, 28",,,,,,
,Polo Liceale,armadio 11,volume,Queneau Raymond,Icaro involato,,Einaudi,,Avaiti,88-06-53496-3,,,,,
,Polo Liceale,armadio 7,volume,Quilici Lorenzo,Le strade. Viabilità tra Roma e Lazio,,Quasar,,"Vita e costumi dei romani antichi, 12",88-7097-021-3,,,,,
,Polo Liceale,armadio 10,volume,Radet Georges,Alessandro Magno,Milano,Rizzoli,2005,Pennarola Rotigliano,88-17-00538-X,9,,,,
,Polo Liceale,armadio 10,volume,Radhakrishnan Sarvepalli,Storia della filosofia orientale,Milano,Economica Feltrinelli,1978,Pennarola Rotigliano,,1,,,,
,Polo Liceale,Armadio 6,volume,"Radley Paul, Simonetti Daniela",Horizons : Student's book 1,,Oxford - La Nuova Italia,,Testo scolastico,0-19-437775-X,,,,,
,Polo Liceale,Armadio 6,volume,"Radley Paul, Simonetti Daniela",Horizons : Starter module,,Oxford - La Nuova Italia,,Testo scolastico,0-19-437781-4,,,,,
,Polo Liceale,Armadio 6,volume,"Radley Paul, Simonetti Daniela",Horizons : Student's book 2,,Oxford - La Nuova Italia,,Testo scolastico,0-19-437790-3,,,,,
,Polo Liceale,armadio 11,volume,Ragni Eugenio,Jovine,,La nuova Italia,1975,Prof. Berretta,,,,,,
,Polo Liceale,armadio 7,volume,Ragni Eugenio,Francesco Jovine,,La nuova Italia,1972,"Il Castoro, 61",,,,,,
,Polo Liceale,Armadio 5,volume,Ragozzino Gino,Poliorama storico : corso di storia antica e medievale,,Fratelli Ferraro,1993,Testo scolastico,,,,,,
,Polo Liceale,Armadio 4,volume,Ragozzino Gino,Epoca & epoca : 1. Oriente e Grecia,,Fratelli Ferrario,,Testo scolastico,88-7276-028-3,,,,,
